V1,V2,V3,V4,V5,V6
6419.34375,6694.085,6962.1387,7197.1943,7558.0005,7875.788
3384.538818359375,3517.6602,3644.75,3786.2065,3886.7705,3903.4165
13774.0625,14520.168,15270.789,16090.429,16722.951,16832.566
3666.25048828125,3813.959,3961.8384,4145.9443,4204.6714,4202.6973
3292.59912109375,3421.7017,3556.6138,3703.0447,3833.1152,3867.3047
3627.35595703125,3761.295,3906.8604,4061.9707,4107.6323,4108.573
3390.0263671875,3528.8013,3673.02,3808.1196,3993.5835,4082.1768
20610.203125,21741.758,22960.357,24185.105,25590.156,26088.766
3037.69873046875,3147.4407,3249.7532,3368.954,3413.9143,3415.5857
4079.63720703125,4245.4204,4417.643,4573.978,4793.8984,4904.9717
6198.26318359375,6441.991,6710.6313,7007.6284,7270.7905,7354.2783
4710.17822265625,4953.004,5200.461,5435.9277,5760.831,5923.205
3858.68115234375,4052.6406,4264.0903,4488.634,4678.797,4721.3145
4257.17919921875,4418.199,4580.8096,4753.0146,4913.402,4962.873
3700.904541015625,3853.5447,3999.725,4157.3623,4294.04,4329.5703
17281.791015625,18128.785,18960.982,19871.809,20590.283,20735.145
4202.330078125,4369.495,4546.1978,4695.756,4921.5986,5063.879
10449.69921875,11019.947,11609.626,12182.775,12878.486,13166.94
3126.84765625,3245.439,3359.1113,3468.4622,3563.2314,3578.6284
12678.0244140625,13149.996,13619.998,14170.519,14414.426,14438.492
3686.70166015625,3850.048,4005.2607,4184.433,4257.7207,4261.137
3831.970947265625,4003.149,4182.6406,4361.026,4567.3867,4635.8213
7654.04150390625,8097.043,8561.467,9034.819,9542.711,9695.906
3182.5791015625,3309.5964,3448.93,3601.227,3640.369,3640.623
3674.189453125,3780.3052,3913.6567,3992.2046,4138.426,4331.9204
6594.67333984375,6658.891,6744.742,6799.138,6837.37,6859.884
5172.38916015625,5258.179,5362.771,5427.2563,5486.873,5568.9404
1516.1697998046875,1525.6973,1538.6323,1550.7687,1548.4613,1553.1401
4284.5234375,4398.769,4545.6357,4627.998,4739.9077,4903.6797
5672.75048828125,5731.6436,5801.0254,5843.168,5856.0605,5870.2856
3716.927734375,3861.7188,4013.707,4144.3486,4341.1606,4447.8477
6813.22216796875,6995.266,7186.123,7324.3535,7576.1357,7764.5615
3885.892578125,3989.307,4117.8286,4193.084,4362.395,4559.077
5748.58935546875,5865.1523,6006.5576,6114.3984,6246.3076,6428.984
1165.81298828125,1170.0891,1178.2504,1179.7214,1184.5356,1195.2632
6167.828125,6193.2764,6333.7515,6308.1743,6403.749,6431.392
3009.19140625,3033.1995,3058.1716,3023.5208,3055.524,3072.5981
7828.83837890625,7866.1875,7887.161,7852.1675,7908.6655,7976.0303
3243.569580078125,3239.2412,3210.9395,3256.046,3260.725,3324.4585
5720.52490234375,5765.907,5813.3965,5778.4316,5855.171,5831.1895
5008.994140625,5032.574,5075.005,5107.43,5187.112,5233.706
1195.8480224609375,1201.8225,1203.0841,1197.8522,1204.8883,1218.3336
4936.654296875,4931.787,5041.331,4987.716,5070.739,5155.82
1341.88818359375,1357.3976,1370.8312,1360.2369,1370.4718,1368.8519
2698.78173828125,2689.9028,2674.5007,2688.1624,2696.0254,2739.7507
4574.23388671875,4581.0386,4572.092,4583.995,4607.109,4520.8984
2458.02392578125,2470.0054,2504.5952,2511.6538,2524.7793,2518.0742
3124.03271484375,3134.08,3144.1755,3147.8125,3167.6982,3168.288
5182.89208984375,5241.1265,5302.5854,5346.0103,5490.766,5531.8896
2524.7451171875,2531.9932,2554.2454,2547.5312,2574.6318,2515.587
4560.21435546875,4548.2095,4538.4766,4555.6177,4550.316,4473.3193
6331.29296875,6336.4634,6359.6387,6387.256,6408.2896,6443.874
1047.1651611328125,1047.8423,1052.7374,1056.4143,1058.368,1055.1267
1123.962158203125,1120.0061,1125.2772,1130.164,1129.4579,1129.6277
3259.42529296875,3398.0784,3534.8975,3672.829,3833.6836,3888.812
6909.80224609375,7258.374,7617.2354,7944.3457,8390.222,8663.428
4829.04931640625,4979.4,5139.182,5269.1147,5477.598,5625.222
3605.955078125,3779.9102,3962.4644,4161.14,4352.87,4418.8604
4207.64111328125,4371.537,4531.592,4690.7695,4887.948,4978.8193
3330.96630859375,3481.1475,3633.171,3776.85,3964.2236,4064.2666
3962.79931640625,4105.5703,4259.104,4386.0103,4581.789,4707.638
3067.904296875,3196.0078,3329.5994,3448.191,3612.867,3718.5156
5143.498046875,5349.039,5563.3027,5749.967,6013.9414,6203.504
2286.732421875,2393.5535,2506.3923,2605.7744,2753.6885,2858.7666
3513.112548828125,3654.034,3788.9155,3922.4668,4069.6216,4119.791
3147.296875,3287.1511,3421.7893,3552.1436,3709.1406,3772.252
2982.47998046875,3085.9634,3193.5981,3288.5757,3420.987,3511.5674
2885.4384765625,2997.6377,3113.8894,3223.459,3367.938,3449.4473
2764.41796875,2864.0413,2962.831,3050.9734,3175.7148,3266.0269
3214.95849609375,3332.8816,3459.815,3558.9084,3734.988,3853.7883
14965.75,15706.935,16474.32,17232.303,18169.299,18594.281
7287.0771484375,7574.545,7870.7246,8159.6367,8536.371,8708.941
8568.9794921875,8864.981,9158.455,9396.073,9690.438,10097.268
3456.6259765625,3592.8972,3735.976,3865.787,4028.1523,4083.2192
3140.180419921875,3265.5127,3393.7688,3524.3594,3626.608,3644.072
3932.471923828125,4098.5674,4258.286,4430.8325,4592.6743,4630.6084
7186.16845703125,7516.3438,7845.8916,8190.835,8537.002,8654.396
3803.211181640625,3954.19,4101.8154,4265.9663,4385.7246,4404.759
3102.6689453125,3223.1714,3339.2822,3469.5186,3563.8406,3579.693
3108.876220703125,3247.274,3398.3237,3528.0781,3706.768,3822.0586
2257.801513671875,2327.544,2404.3135,2469.8352,2569.4453,2639.461
3944.013671875,4087.1428,4230.825,4369.1323,4557.7954,4657.196
3157.198486328125,3280.8003,3409.3901,3530.5361,3685.135,3765.8665
3941.86474609375,4103.116,4269.385,4426.858,4637.8765,4778.122
7120.0439453125,7446.202,7788.1606,8091.669,8517.283,8804.43
6422.1015625,6637.985,6874.4053,7059.173,7395.506,7718.953
3068.4345703125,3190.8916,3306.8801,3419.1094,3535.9673,3561.3306
5582.458984375,5817.3975,6050.5903,6265.89,6529.2856,6619.1934
3735.9990234375,3863.1777,3999.702,4107.8403,4275.9087,4419.4385
3231.069091796875,3356.1177,3483.8374,3613.6313,3757.127,3807.5952
5275.0361328125,5532.548,5776.184,6058.4395,6233.3076,6253.0293
3472.6904296875,3669.8486,3880.4277,4073.781,4341.8457,4510.875
6271.103515625,6537.039,6805.5312,7056.797,7408.92,7621.506
10072.29296875,10523.837,11011.033,11435.928,12054.36,12513.055
9209.3154296875,9659.092,10145.561,10640.541,11237.103,11530.904
8391.1845703125,8763.456,9149.853,9537.669,10015.12,10425.641
3610.2451171875,3737.496,3864.74,3978.1553,4134.423,4240.4517
3720.024658203125,3884.233,4049.6033,4196.325,4408.158,4555.56
3375.161376953125,3521.9084,3667.1792,3820.273,3907.3008,3915.0454
5411.46533203125,5664.907,5910.837,6161.817,6354.4756,6392.4766
18905.791015625,19627.598,20380.621,20992.992,22008.36,22858.363
3858.432861328125,4003.529,4148.3237,4282.5713,4458.6377,4524.4897
1035.8240966796875,1036.2183,1043.4852,1045.2869,1046.6799,1046.3358
7566.607421875,7628.4746,7709.2617,7751.957,7788.8115,7833.991
1359.9031982421875,1368.6475,1363.1371,1371.2676,1365.5248,1355.7499
6832.234375,6847.5625,6890.9033,6895.462,6925.7793,6931.548
1585.2662353515625,1583.2916,1600.5793,1609.5208,1618.0314,1611.6516
3940.272216796875,3955.0552,3985.9695,3970.8164,3984.232,3988.333
1432.6077880859375,1433.588,1441.8821,1444.8629,1447.3511,1447.3506
10935.908203125,11008.091,11086.321,11146.063,11180.397,11256.422
1599.1397705078125,1606.5929,1603.1305,1610.5416,1604.454,1603.3657
4211.78662109375,4231.1465,4257.647,4265.4385,4281.7363,4283.356
4333.1455078125,4420.7305,4530.0327,4583.3594,4663.298,4754.2275
3924.318603515625,3941.1716,3936.1257,3953.301,3942.5554,3909.9941
1857.8233642578125,1871.5636,1876.1565,1887.9193,1904.5999,1894.3542
1473.9755859375,1476.6133,1486.7137,1485.9683,1497.6692,1479.6708
2799.419189453125,2801.5923,2807.8252,2806.917,2831.6113,2757.0808
4545.431640625,4547.549,4559.3545,4548.1284,4559.575,4554.8706
5172.0068359375,5185.627,5209.9253,5219.573,5224.897,5230.3257
6439.896484375,6454.971,6489.9087,6477.8125,6530.5166,6501.428
1430.38916015625,1435.7113,1443.6643,1449.9241,1457.6432,1457.0842
3943.154052734375,4042.364,4164.8203,4230.365,4378.842,4532.634
3240.823486328125,3270.414,3318.7246,3344.8164,3365.221,3396.1252
3082.311767578125,3087.8345,3100.904,3102.0752,3112.146,3113.5596
1430.9530029296875,1447.9349,1470.617,1483.4478,1516.0282,1557.119
3741.67822265625,3899.025,4047.5117,4264.3774,4416.1816,4462.082
4174.77099609375,4341.7544,4538.514,4712.649,4939.9385,5103.23
4354.38623046875,4582.8457,4808.752,5066.213,5298.9653,5366.3525
3739.26220703125,3973.832,4209.8438,4481.5625,4655.3345,4676.545
4645.0849609375,4883.8726,5117.151,5360.5264,5635.793,5735.6465
4171.466796875,4411.8496,4650.863,4906.84,5162.757,5238.533
3905.47216796875,4079.8896,4294.3496,4426.3145,4746.398,5000.045
4297.98583984375,4482.461,4685.671,4887.994,5154.23,5333.327
6584.44091796875,6933.626,7339.4043,7704.6035,8314.801,8772.388
18908.646484375,20039.242,21325.633,22588.27,24407.262,25463.293
4969.2353515625,5208.9077,5450.5337,5763.19,5909.1807,5934.8286
4423.109375,4667.284,4929.1963,5201.8145,5534.973,5677.76
9182.30859375,9712.906,10266.942,10900.688,11467.621,11605.822
4639.30908203125,4742.568,4920.996,4983.908,5137.787,5312.081
3769.569580078125,3839.3506,3929.4324,3969.5703,4049.526,4151.576
4779.212890625,4908.287,5062.7363,5147.191,5313.894,5519.916
1019.9776611328125,1020.88165,1020.569,1021.82666,1021.6884,1018.83844
3601.5380859375,3861.269,4132.237,4381.4854,4723.954,4919.209
8097.04443359375,8684.375,9298.738,9860.255,10630.204,11076.623
2899.815185546875,3109.1614,3328.4478,3526.816,3804.1426,3973.1797
6064.9501953125,6360.193,6725.0703,6998.3574,7449.116,7826.0186
7863.845703125,8372.963,8913.324,9390.244,10074.8545,10522.302
10816.384765625,11469.725,12152.59,12856.26,13586.52,13798.369
8823.40625,9259.927,9718.393,10107.869,10686.851,11080.66
2755.63232421875,2950.6572,3152.9985,3337.0137,3594.7837,3741.922
3620.5673828125,3881.4563,4153.4937,4403.5557,4747.9,4944.1123
5686.37939453125,5884.458,6096.01,6265.484,6489.924,6760.283
2923.48388671875,3134.498,3355.5195,3555.4644,3835.0635,4005.4055
6170.07421875,6447.2773,6746.579,6994.5166,7354.3174,7802.0225
3416.69775390625,3463.7124,3453.6309,3514.3877,3632.9346,3336.9248
2762.3193359375,2864.8335,2960.8345,3053.1414,3175.8376,3235.5251
2227.783203125,2332.7563,2440.868,2550.6055,2681.5122,2737.579
2961.183837890625,3069.7754,3009.241,3146.262,2979.9648,2968.6675
3581.89794921875,3739.963,3836.1567,4377.174,4364.646,4799.525
7176.66015625,7320.6177,7327.084,7466.418,7405.9336,7441.107
5672.048828125,5478.748,5822.942,5879.389,6251.549,6022.8926
1314.6666259765625,1367.6489,1422.4042,1458.9054,1521.559,1561.103
2995.118408203125,3041.3088,3017.026,3057.229,3077.7234,3089.0679
2000.7958984375,1974.2516,1983.7488,2039.6434,2041.4608,2012.3204
10922.435546875,11339.709,11811.736,12137.17,12695.857,13278.084
7860.28515625,8120.904,8410.058,8665.529,8984.988,9232.8955
2444.212890625,2525.1118,2597.0083,2679.7886,2724.6543,2737.9106
7603.64697265625,7693.4614,7407.597,7772.052,7561.393,7713.1035
12156.9521484375,12554.258,13076.432,13448.541,13919.516,14555.715
1580.9906005859375,1610.2798,1650.6783,1666.7666,1702.4852,1737.3124
1966.98095703125,2007.2336,2091.118,2102.9001,2191.3413,2308.5342
12000.8984375,12400.683,12848.373,13138.6875,13643.765,14208.994
5190.91162109375,5345.3203,5543.532,5638.5107,5715.7275,5793.0586
8248.91796875,8721.219,9324.244,9752.965,10589.364,11257.941
1549.2520751953125,1574.4348,1602.9219,1620.8221,1647.2512,1681.9725
1710.815185546875,1790.5415,1870.3645,1949.9974,2045.4053,2090.2415
1812.440673828125,1837.0867,1788.4524,1933.6428,2021.3862,2025.3984
4227.521484375,4358.068,4238.044,4592.3994,5157.923,4913.0464
2322.734375,2414.722,2507.4678,2836.9426,2954.1816,2824.539
2203.293701171875,2289.0625,2521.8787,2548.249,2721.1729,2742.692
2851.464111328125,2862.8657,2841.9067,2857.9326,2872.7524,2826.099
1233.5625,1224.7046,1213.0454,1212.614,1204.738,1184.663
2637.87158203125,2641.0747,2654.2424,2653.5596,2657.6099,2627.771
5075.92333984375,5031.265,5177.7373,5089.9976,5125.412,5197.662
2473.42919921875,2514.919,2566.694,2604.8623,2656.809,2702.1846
4484.4091796875,4546.429,4602.098,4636.1943,4730.7183,4764.8013
1492.567626953125,1491.6569,1494.4636,1493.1935,1485.644,1494.738
10390.7041015625,10217.872,10244.388,10107.139,10212.454,10175.675
4104.61181640625,4259.7583,4393.85,4556.458,4624.1123,4632.814
10939.6337890625,11225.911,11528.264,11815.167,12196.693,12381.965
8522.16796875,7988.429,7887.7773,8078.357,8923.208,8958.549
8536.05078125,8754.901,8976.129,9282.546,9411.544,9484.835
1091.1837158203125,1082.2542,1086.812,1089.8365,1122.3901,1131.4604
6042.64208984375,6230.472,6422.9375,6599.27,6865.3857,7041.5713
8184.7373046875,8421.034,8765.881,9120.766,9598.318,9840.04
1159.4527587890625,1163.3029,1181.5497,1196.9658,1198.3994,1171.898
14103.556640625,15093.9,16199.555,17463.838,18455.941,18731.17
4229.40576171875,4459.2104,4720.6445,4918.364,5296.519,5559.9766
6443.53173828125,6666.2144,6903.5347,7085.958,7360.9746,7622.825
7576.0712890625,7934.297,8207.725,8586.229,8839.137,9191.513
8944.82421875,9465.552,10123.345,10566.196,11281.184,11777.5
2236.025146484375,2320.2444,2424.4727,2532.6216,2645.7117,2675.268
1769.690185546875,1798.1399,1694.365,1916.777,1880.9503,1776.9655
1556.2720947265625,1610.6156,1812.8636,1670.2003,1911.7926,1954.5334
3160.469970703125,3203.47,3251.211,3295.226,3355.0295,3380.2637
11057.236328125,11730.91,12414.403,13216.193,13642.826,13668.357
3593.71435546875,3701.574,3827.3628,3958.1978,4153.441,4291.1206
15148.5,15606.96,16153.55,16584.252,17261.389,17944.064
2320.64404296875,2384.4941,2461.108,2540.4177,2634.9758,2660.3838
2757.673828125,2823.7039,2892.6897,2961.7344,3040.4104,3069.1558
6453.89013671875,6522.9385,6600.422,6646.9805,6716.302,6821.5845
1693.1639404296875,1714.172,1737.2465,1753.6876,1773.4261,1799.7836
19127.1875,19564.078,20092.791,20387.727,20916.783,21488.906
4699.7216796875,4832.393,5020.7803,5159.647,5506.3994,5699.6934
11720.669921875,11297.291,11523.588,11898.254,11953.49,12463.55
7271.1962890625,7737.5723,8308.371,8723.852,9507.572,10133.098
6698.6083984375,6941.698,7223.6914,7358.8154,7683.6807,8002.1133
10978.736328125,11268.133,11741.379,12445.971,12575.741,12647.222
11220.78125,11491.075,11952.477,12639.067,12766.803,12844.356
10406.2939453125,10838.516,11396.496,11999.108,12568.17,12756.478
9222.853515625,9459.795,9711.156,9977.451,10230.868,10297.986
2488.291015625,2654.2844,2876.0117,3099.571,3354.9014,3681.7065
3719.92236328125,3911.273,4131.918,4274.2065,4550.1704,4850.0405
4425.3935546875,4751.703,5182.009,5592.906,6336.885,6742.486
11783.4208984375,12708.245,13719.831,14681.647,16022.185,16837.662
10398.3994140625,11148.398,11963.949,12767.482,13800.58,14420.57
2719.43798828125,2862.8267,3041.331,3126.4932,3338.1145,3519.9092
1053.51171875,2544.1943,1806.4219,1762.3481,2554.705,1321.7812
6086.08447265625,6130.3325,6156.892,6221.032,6264.503,6267.041
13954.08984375,14804.924,16094.229,16679.021,18998.22,21244.896
8679.1044921875,9231.274,9350.294,8922.109,9912.374,9672.18
2611.4306640625,2814.5107,3011.346,3190.0142,3449.8174,3554.0325
10830.3916015625,11410.372,12033.095,12781.076,13288.797,13486.332
23100.513671875,24704.512,26502.816,28203.125,30356.326,31227.004
7884.392578125,8199.171,8531.08,8891.052,9178.265,9228.548
2551.36669921875,2580.4536,2665.1755,2687.9148,2749.626,2768.497
10595.5478515625,10961.184,11371.772,11688.217,12180.195,12682.564
6432.091796875,6761.868,7117.341,7455.207,7887.526,8104.453
2857.356689453125,2885.3132,2908.9956,2926.3816,2965.2878,2986.8416
2280.802734375,2426.931,1977.9729,2415.9126,2180.9275,2397.7812
9069.3720703125,8829.165,9097.949,9037.686,9591.847,10424.18
4353.150390625,4476.8003,4613.7397,4726.9253,4931.5737,5069.119
3084.1630859375,3209.496,3335.9888,3467.2925,3608.093,3653.088
7502.001953125,7540.565,7810.411,8029.133,8587.502,8611.194
2652.3271484375,2571.452,2514.176,2586.313,2658.628,2717.8079
7167.4296875,7161.968,7137.763,7145.67,7226.5317,7272.3315
7736.98583984375,7716.3423,7709.7725,7713.5435,7704.4785,7637.1196
3925.86328125,4114.8823,4302.665,4480.9795,4731.363,4876.5713
15553.6328125,16482.828,17553.72,18246.945,19542.396,20812.523
2917.79736328125,3093.1829,3339.9517,3470.0293,3854.981,4205.2407
4975.2734375,4992.242,4871.8105,4817.9673,4905.0566,5082.027
11404.2265625,11684.73,12215.455,13026.041,13173.937,13274.97
1947.029052734375,2093.5522,2256.0586,2411.3135,2609.6987,2695.0115
4812.13671875,4823.9614,4610.5293,4758.4937,4900.978,5130.8145
1973.5166015625,2098.8804,2238.4363,2355.2834,2552.266,2719.602
3227.58984375,3263.156,3358.7266,3319.278,3368.2183,3548.7388
12388.341796875,12849.561,13370.425,13804.076,14441.881,15116.835
2808.72802734375,2829.0686,2846.6953,2858.782,2860.9507,2873.6135
4266.02490234375,4401.9165,4412.0967,4586.045,4482.9883,4484.0
2547.10986328125,2587.9126,2628.8071,2632.9614,2799.936,2725.919
5438.12158203125,5283.6426,5237.0806,5149.4644,5793.842,5731.9995
2104.29150390625,2028.5352,2172.5027,2249.2627,2271.1646,2283.5261
1827.6968994140625,1825.3383,1855.2561,1839.6733,2096.4607,2106.5342
5357.4384765625,5420.73,5521.167,5607.727,5666.1147,5683.963
1364.2747802734375,1369.9144,1373.7217,1378.1489,1382.7775,1387.1018
20684.94140625,21331.27,21993.928,22531.912,23369.71,24099.195
1809.95556640625,1863.7336,1972.5525,2042.0051,2078.8118,2110.791
9564.244140625,9563.992,9663.16,9682.235,9664.275,9617.504
1597.032470703125,1553.3226,1635.552,1675.4224,1886.2612,1974.5369
1124.1802978515625,1121.4877,1144.0883,1152.3438,1149.5575,1187.7523
8575.541015625,8823.328,9053.049,9279.115,9578.785,9866.647
7448.330078125,7822.5186,8513.143,8688.211,9716.016,11074.497
5457.0986328125,5571.0293,5813.288,5888.728,6092.9175,6218.03
4184.716796875,4352.9604,4590.279,4734.9795,4937.4766,5170.068
4412.31787109375,4580.638,4778.419,4913.0166,5154.5,5244.3804
13905.365234375,14857.143,15865.555,16941.348,17680.283,18165.336
4802.87060546875,4907.9707,4898.891,5212.9033,5027.5225,4979.328
8735.3017578125,9064.42,9245.053,9299.183,9631.042,9438.991
3324.175537109375,3428.9014,3597.602,3774.2996,3910.1445,3932.255
28692.46484375,30061.125,31732.492,32845.93,34383.832,36144.305
10060.935546875,10624.712,11233.855,11812.297,12621.799,13166.798
3563.2197265625,3734.3896,3944.7896,4116.7607,4436.545,4755.044
9156.92578125,9698.577,10275.734,10826.486,11560.794,11925.324
7319.8525390625,7470.2603,7613.1943,7773.698,7894.56,8061.894
3575.762451171875,3644.3533,3737.2173,3781.1113,3835.303,3921.6394
2147.91162109375,2171.8208,2182.7659,2204.7559,2231.085,2251.6274
2831.390380859375,2861.8018,2887.4316,2911.9219,2910.1746,2958.2676
20758.9453125,21927.402,23186.55,24384.213,25967.475,26786.883
20765.41015625,22211.068,23822.441,25636.674,26841.723,27021.043
2860.6513671875,2986.498,3119.2139,3259.1265,3401.1636,3442.8623
5397.78076171875,5530.684,5665.6475,5829.161,5890.7407,5890.307
2148.841796875,2209.1963,2272.2588,2323.6042,2403.6724,2473.6702
7436.37060546875,7984.457,8578.137,9203.7705,9888.006,10133.126
4657.14208984375,4657.8667,4663.31,4811.1343,4927.518,4892.457
1698.19384765625,1779.9736,1864.0205,1965.6067,2060.1885,2088.3015
1956.440673828125,1962.9841,1965.9613,1964.9528,1997.0187,2014.3632
1095.7481689453125,1095.5167,1146.7002,1116.9711,1093.9963,1168.8608
5706.216796875,5688.07,5723.3843,5694.336,5717.6865,5707.4385
10219.2412109375,10117.079,9894.947,10070.064,10259.048,10957.317
6342.078125,6842.371,7547.913,8077.389,9105.473,9573.121
1161.2537841796875,1157.2151,1161.6366,1163.9183,1187.9467,1202.2053
11540.4765625,11901.731,12338.86,12637.57,13091.387,13671.8125
9736.400390625,9985.512,10245.504,10450.131,10762.598,11062.756
3856.897705078125,3905.6565,3952.2874,3981.0332,4028.9446,4086.7456
24491.951171875,25689.3,27095.816,28216.834,30047.371,31877.195
4988.603515625,5169.51,5392.5903,5605.4385,5886.45,6005.826
4602.0732421875,4853.32,5140.628,5413.7637,5771.7764,5936.5405
23226.03125,24768.828,26610.05,28310.365,30732.102,32653.914
28947.353515625,31415.994,34323.35,37121.277,40862.867,42829.168
2855.909423828125,2899.1506,3025.1982,3110.1646,3113.7832,3054.543
988.889404296875,986.0626,986.10443,985.5543,985.87695,977.52637
5810.7216796875,6005.004,6148.446,6300.037,6547.518,6792.5645
13915.7509765625,14715.357,15640.507,16434.074,17773.719,19057.031
4169.046875,4276.55,4388.6836,4473.124,4703.8755,4822.5864
3018.1318359375,3183.994,3395.6982,3539.8755,3831.9277,4121.3667
5116.646484375,5195.567,5149.7734,5171.342,5011.1904,4942.5654
6941.9931640625,7156.214,7382.704,7550.7754,8043.221,8385.705
3461.923095703125,3528.0417,3617.0198,3656.6033,3709.9966,3792.3486
4535.6005859375,4499.7554,4523.804,4444.202,4412.498,4342.704
8976.0517578125,9505.625,10077.273,10639.533,11370.256,11764.093
8564.3203125,8616.231,8726.394,8732.165,8864.452,8942.379
797.474365234375,806.75793,838.982,808.05005,891.5715,971.89386
1839.919677734375,1836.7302,1961.1082,2042.9897,2448.8257,2622.1094
5761.3876953125,6132.9683,6565.086,7038.3945,7478.8867,7610.035
3014.888916015625,3015.7678,3010.5393,3018.1113,3019.9243,2997.5068
2404.12939453125,2505.2495,2626.8352,2749.3992,2899.9946,2966.207
3725.232421875,3921.8535,4162.5,4376.5244,4698.4297,4973.332
27411.705078125,29262.277,31334.053,33377.758,36007.48,37368.93
3861.4931640625,4107.1406,4392.885,4720.4824,4999.7783,5066.769
2505.0107421875,2498.931,2501.1663,2497.6814,2509.75,2496.584
2923.753662109375,2988.94,3065.4062,3126.0024,3179.933,3250.1606
5873.5478515625,6188.3735,6546.4893,6858.264,7324.1865,7741.872
595.25537109375,636.2262,649.41534,651.0813,703.93335,684.90955
1209.2952880859375,1231.769,1225.697,1231.5774,1263.1677,1247.7759
26236.6015625,27713.906,29280.525,31602.12,32066.52,32084.234
6386.21728515625,6526.78,6733.742,6844.3936,6957.242,7059.869
5967.9072265625,6274.0757,6606.169,6906.2393,7340.294,7651.999
4358.380859375,4660.51,4987.3184,5326.9795,5691.947,5815.5933
1285.1209716796875,1291.8424,1296.5405,1308.3009,1300.2528,1302.1663
3872.369140625,3979.708,4130.84,4237.5117,4409.6836,4565.024
7281.6962890625,7525.442,7782.087,8069.253,8295.2,8538.467
8966.76953125,9032.239,9121.6455,9157.695,9264.049,9372.597
9397.375,9605.533,9832.666,10087.928,10354.566,10518.304
8652.3740234375,8943.52,9314.604,9660.054,10046.028,10362.848
7189.787109375,7046.542,7144.0293,7285.9243,7592.569,7725.9995
2207.69970703125,2232.1458,2271.5125,2239.036,2350.468,2319.3242
3897.262939453125,3922.2922,4061.4915,4071.2356,4244.0225,4359.747
2374.681396484375,2451.1848,2540.2903,2616.0596,2731.2266,2857.895
1371.8433837890625,1407.3911,1443.532,1474.2428,1522.1782,1558.6504
1408.4091796875,1449.8086,1501.0133,1546.1404,1615.7336,1678.8737
1173.229736328125,1183.5018,1199.9534,1214.003,1235.2573,1244.816
10263.328125,10730.988,11217.026,11807.627,11966.838,11964.044
8707.8388671875,8693.673,8614.162,8761.644,8879.754,8844.232
3622.2548828125,3697.0576,3776.1948,3840.2363,3946.8262,4052.9885
14136.6845703125,15057.031,16039.104,17037.826,18188.414,18633.367
1932.7138671875,2022.8118,2118.1948,2213.3916,2332.9404,2389.327
7318.4599609375,7607.816,7885.3887,8103.4746,8475.965,8807.349
5566.6328125,5932.0767,6309.983,6679.6133,7117.7686,7489.959
6972.2607421875,7109.971,7250.995,7350.4062,7516.1655,7673.898
6295.01806640625,6303.536,6303.926,6316.2407,6315.4575,6239.506
3225.8056640625,3386.1436,3566.4172,3707.6538,3935.6353,4161.5176
2784.419921875,2817.5225,2855.0583,2887.958,2940.5747,2987.9045
1537.38671875,1600.0757,1671.4036,1724.6328,1784.6088,1856.1494
11900.529296875,12784.275,13748.159,14781.482,15732.818,15957.148
11941.4453125,12384.028,12921.059,13497.318,14023.33,14140.098
1644.525390625,1750.7705,1868.9673,1982.6516,2133.3003,2208.088
1542.101318359375,1579.2788,1622.0563,1651.9718,1697.6786,1749.2478
2064.58056640625,2210.9148,2364.3777,2509.877,2705.016,2815.9978
13956.001953125,14646.066,15368.822,16011.326,16974.783,17589.398
3194.942138671875,3414.363,3643.7456,3926.2173,4020.0708,4019.8076
2009.0211181640625,2011.3364,2016.3997,2013.1449,2020.9061,2019.8721
2838.968017578125,2879.505,2928.1255,2962.5725,3026.466,3110.936
1682.2662353515625,1798.9911,1962.5653,2058.6094,2353.5261,2368.2559
4139.75830078125,4280.3105,4443.2153,4615.248,4808.4746,4884.423
4017.832275390625,4283.377,4567.2275,4864.432,5195.1445,5477.8193
5266.1904296875,5370.6265,5491.735,5583.45,5682.037,5790.0186
6020.203125,6037.8276,6067.6284,6162.072,6178.38,6187.205
2827.9052734375,2918.0088,3024.713,3120.5603,3269.0566,3374.9841
1177.578369140625,1188.3519,1202.4082,1211.9603,1233.9082,1264.9164
1613.21875,1611.3259,1609.5145,1616.4072,1611.1459,1596.9279
11355.818359375,11828.737,12362.924,12838.533,13544.594,14078.507
12239.9306640625,12686.832,13199.563,13611.414,14194.713,14837.849
1836.45068359375,1864.8151,1895.5369,1919.7556,1958.0669,1992.1011
2613.31689453125,2672.2317,2743.9404,2811.0798,2914.9204,2990.6216
2545.105224609375,2585.4678,2659.157,2714.6428,2817.6602,2857.1611
2451.473876953125,2539.5225,2639.8,2746.1426,2847.5952,2872.0422
5717.0986328125,5794.7144,5875.5884,5969.08,6029.5835,6038.4814
2857.86865234375,3060.1873,3278.5225,3487.7734,3731.9895,3943.6177
3312.047607421875,3412.3035,3522.516,3616.73,3758.892,3883.118
2624.82080078125,2805.9092,2999.2207,3205.5337,3437.7737,3623.5693
1646.7469482421875,1690.151,1729.7073,1760.4957,1794.5286,1842.4178
1868.72412109375,1941.0667,2033.2659,2129.9453,2224.7993,2246.2986
3644.694580078125,3933.4438,4249.9775,4576.316,4943.1025,5092.3135
3473.822021484375,3471.2124,3484.8003,3469.754,3482.6724,3473.6975
2017.719482421875,2162.774,2311.321,2466.5708,2634.2585,2715.0708
2217.859375,2285.6924,2364.4956,2426.443,2484.4814,2596.0796
2258.8701171875,2314.1987,2375.12,2424.8005,2464.061,2552.1064
